assignment_group,short_description
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue of External candidate|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Update Username in SF | AZ Australia | Live | < Authorization / Access>
AZTEC.GP04.HRIT.02,MAIN:HRT_PM_to_TM | AZ Tech - India | Live | Settings
AZTEC.GP04.HRIT.01,EC live IE0001 - job code error | AZ Ireland | Live | Configuration
AZTEC.GP04.HRIT.01,Update Username Field - Users Cannot Access AllianzU | AZ US Life | Live | < Authorization/access >
AZTEC.GP04.HRIT.01,User 12701537 is unable to login | AZ Slovakia | Live | < Authorization/access>
AZTEC.GP04.HRIT.01,user 12701571 unable to login | AZ Slovakia | Live | < Authorization / Access >
AZTEC.GP04.HRIT.04,HRT Prod & Prod QA access AZ France | AZ France | Live | Authorization / Access
AZTEC.GP04.HRIT.04,PDF printout request for 2020 Performance Management forms | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.01,VIP - Logon Problem SAP Succes Factors | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Issue on the Professional interview of Yamina Ben Mansour (ID 11407496) | AZ France | Live | <cause code>
AZTEC.GP04.HRIT.01,Employee 15024470 unable to login into EC | AZ Germany | Live | < Authorization / Access>
AZTEC.GP04.HRIT.04,RE: Feeder and SF Login Issue | AZ Partners | Live | Authorization/Access 
AZTEC.GP04.HRIT.01,URGENT request - Dependant Report | AZ BeNeLux | Live | Configuration
AZTEC.GP04.HRIT.06,SFA User cannot log-in to SFA production (OE: AZ AIM / EECS code DE1049) | AIM | Live | Application Error
AZTEC.GP04.HRIT.02,Regarding RITM2688012| Allianz Hungary | Live | Process
AZTEC.GP04.HRIT.01,changing line manager | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Euler Hermes | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Recent hires not found in Feeder | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.04,Transfert employee in Feeder | AGCS | Live | <cause code>
AZTEC.GP04.HRIT.02,Packaged Integration: EC to ERP - Employee Organizational Assignment Replication v2.0  AZD-PRD-LP1-102 | Az Germany | Live |Settings
AZTEC.GP04.HRIT.03,SuccessFactors Incident / Support Request Template | Euler Hermes | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Add super users to Distribution list |SER| USER ADMIN|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecREQM| AGCS Requisition Report (01.01.2018 – 31.10.2020)  |SER| REQ MGMT|E-REC|AGCS
AZTEC.GP04.HRIT.01,no access to EC or Connect - says page cannot be displayed. | AZ Partners | Live | < Authorization / Access>
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Ibero Latin | Live | Authorization/access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | < Settings >
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Internal portal login issue |SER|USER ADMN|E-REC|EH
AZTEC.GP04.HRIT.04,EC start date change for Atanas Uzunov | AZSE | Live | Authoization / Access
AZTEC.GP04.HRIT.04,SF & EC Access Global Admin : Carolin Steinmetz | AZSE | Live | Auhtoization / Access
AZTEC.GP04.HRIT.04,Change gender in EC: Julia Unkel | AP | Live | Authorization / Access
AZTEC.GP04.HRIT.03,Additional provisioning permission required by Pentos  | AZ Tech India | Live | Cause Code
AZTEC.GP04.HRIT.04,RE: INC5419349_Laura Flierler | AGCS | Live | Authorization/Access
AZTEC.GP04.HRIT.06,Access Request in Production instance
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter portal login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Position creation Report | AZ Tech - India | Live | < Settings >
AZTEC.GP04.HRIT.03,RE: INC5535685_FW: INC4669699_LMS Admin Access Request | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.04,AWP TU access SF | AZ Partners | Live | Authorization/Access
AZTEC.GP04.HRIT.03,SuccessFactors Incident / Support Request for power user access rights | AZ Partners | Live | < Settings >
AZTEC.GP04.HRIT.01,Please update the username in SF to Silvana.Fahmy@allianz.com.au | AZ Australia | Live | < Authorization/access>
AZTEC.GP04.HRIT.02,Need Interfaces Stopped - See Service Request REQ1985705 | AZ US Life | Live | Settings
AZTEC.GP04.HRIT.06,Please reset 2FA in SF for Ben Chidgzey.  | AZ Australia | Live | < cause code >
AZTEC.GP04.HRIT.01,Please update username for Alex to Alexandra.WinterIrving@allianz.com.au | AZ Australia | Live | Authorization/Access
AZTEC.GP04.HRIT.02,MAIN:HRT_PM_to_TM | AZ Tech - India | Live | Settings
AZTEC.GP04.HRIT.02,MAIN: PROD_DEPT FEEDER - RU | AZ Tech - India | Live | Process
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AZ BeNeLux | Live | Configuration
AZTEC.GP04.HRIT.03,an employee cannot connect with the link received | AZ Tech - France | Live | Authorization/Access
AZTEC.GP04.HRIT.03,an employee cannot connect with the link received | AZ France | Live | < cause code > 
AZTEC.GP04.HRIT.03,LMS issue | AZ Tech - India | Live | AccessRights
AZTEC.GP04.HRIT.01,No Access to Personalwelt | AZ Germany | Live | < Authorization / Access >
AZTEC.GP04.HRIT.01,Employee 15022328 Unable to login into EC | AZ Germany | Live | <Authorization/access >
AZTEC.GP04.HRIT.01,SF authority | AZ Turkey | Live | < cause code >
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template  - Christa Aumer (H2) | Allianz SE | Live | Authorization/access
AZTEC.GP04.HRIT.01,Invalid Login while connecting to the learning platform | AZ Austria | Live | < Authorization / Access>
AZTEC.GP04.HRIT.04,Feeder Email Correction – duplicate removal | AGCS | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AZ BeNeLux | Live | Authorization/access
AZTEC.GP04.HRIT.01,(HRCR-3786) Enhancement of ITSF role for Operations Team(2nd Level Support)| AZ Tech - India | Live | Bugfix
AZTEC.GP04.HRIT.01,Nationalities Pick list | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.01,Personalwelt - Probleme beim Aufruf | AZ Germany | Live | <Authorization / Access >
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Allianz SE | Live | Settings
AZTEC.GP04.HRIT.01,PROD Access | AZ Tech - India | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Issue while performing activity|SER|REQ MNMT|E-REC|AEV
AZTEC.GP04.HRIT.04,RE: Feeder :: Request for Transfer | AZ BeNeLux | Live | Configuration
AZTEC.GP04.HRIT.04,RE: Feeder :: Request for Transfer | AZ BeNeLux | Live | Authorization/access
AZTEC.GP04.HRIT.04,Cristian Galizzi | AZSE | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Allianz SE | Live | Settings
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | <Authorization/access >
AZTEC.GP04.HRIT.01,Thomas Varghese is not able to access Success Factors. | AGCS | Live | < cAuthorization / Access>
AZTEC.GP04.HRIT.04,Olga Petrenko - HR Feeder | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.03,Request for Report - Allianz SE (DE1890_AZSE_SGP) | AZ Partners  | Live | < Settings >
AZTEC.GP04.HRIT.04,Ailsa Oxley Feeder access | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.06,Please reset 2FA for Tracey Leach - 10801816 | AZ Australia | Live | < cause code > 
AZTEC.GP04.HRIT.04,Request to Extract PM Forms | AZ Tech - India | Live | < cause code >
AZTEC.GP04.HRIT.05,INC5530748 *** SER_eRecUSAD|Hiring Manager login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,AZL020_OLC_ATM_OUT | AZ Partners | Live | Settings
AZTEC.GP04.HRIT.05,"Uptrends Alert! Monitor: ""eRec - Login check"" is not working properly."
AZTEC.GP04.HRIT.02,Alert in dellboomi for MAIN:HRT_PM_to_TM |  AZ Tech - India | Live | Settings
AZTEC.GP04.HRIT.02,Alert in dellboomi for MAIN: EE_FEEDER- CZ | AZ  Czech Republic  | Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Internal candidate login |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Alert in Dellboomi for HRS002-Allianz_SF_to_MyHR Portal(HRCR-3306) | AZ Tech - India | Live  | Settings
AZTEC.GP04.HRIT.03,Check E-Mail | AZ Germany | Live | < cause code >
AZTEC.GP04.HRIT.03,Message coming from SF with an empty report. | AZ France | Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter login issue |SER| User ADMN|E-REC|AZ Austria
AZTEC.GP04.HRIT.06,HR Portal Two factor Authentication not working for AzL USA | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.06,Grant Org Manager Role to Germany
AZTEC.GP04.HRIT.01,Request you to check the profile of the employee Tanya Elze Joseph/ eclnu9j/15025155. | AZ Tech - India | Live | <Settings>
AZTEC.GP04.HRIT.04,account creation for new hires | AZ Tech | Live | Confirmation
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Candidate login issue |SER| User ADMN|E-REC|CAR
AZTEC.GP04.HRIT.02,Successfactors - Relatives | AZ Germany | Live | Process
AZTEC.GP04.HRIT.04,Change Email ID and potential duplicate | AZ Tech - Germany | Live | Configuration
AZTEC.GP04.HRIT.05,Regarding Ticket : SER_eRecUSAD|Internal candidate login issue |SER| User ADMN|E-REC|AZD INC5517378
AZTEC.GP04.HRIT.06,RE: Suppression request | Allianz SE | Live | <cause code>
AZTEC.GP04.HRIT.04,Legacy EC Load File | AZSE | Live | Authorization / Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,PGP Key Generation for AZLife_US in SF Prod | AZLife US | Live | Configuration
AZTEC.GP04.HRIT.04,ADE#fre211ade004303#High space used (90%. 85 MB free) for /home Attention comma | AZ Tech | Live | Authorization/access
AZTEC.GP04.HRIT.04,RE: Feeder :: Request for Transfer - Carmen Elena Garcia | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Interface Not Generated Since October 27. 2020 (Allianz Life - PSoft FInancials - INT042) | AZ US Life | Live | External Systems
AZTEC.GP04.HRIT.04,RES: INC5510758_Access to Feeder | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.01,Error Message for contract extension field (Gloria McMunn 15007499) | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.01,Request to load SF employee profile Danny Adams | AZ Australia | Live | Settings
AZTEC.GP04.HRIT.06,Please reset 2FA for 10802585 - Raewyn Carr | AZ Australia | Live | < cause code >
AZTEC.GP04.HRIT.01,Please reset the username to Haley.Field@allianz.com.au | AZ Australia | Live |Authorization/access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Power User login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Alert in dellboomi for  MAIN:HRT_PM_to_TM | AZ Tech - India | Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Recruiter Portal Login issue |SER| User ADMN|E-REC|AZP
AZTEC.GP04.HRIT.05,SER_eRecUSAD|External login issue |SER| User ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecREQM| Recruiter not able to Reject the candidate |SER| REQM MGMT|E-REC|AZSE
AZTEC.GP04.HRIT.01,Update Username Field in Basic User Import (2 individuals) | AZ US Life | Live | < Authorization / Access >
AZTEC.GP04.HRIT.01,Requesto for users sync for employees (who can´t sign) | AZ Spain | Live | Authorization/Access
AZTEC.GP04.HRIT.03,Report for Categories | AZ Spain | Live | Settings
AZTEC.GP04.HRIT.01,No Access to Personalwelt | AGCS | Live | < Authorization / Access > 
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | AZ Ibero Latin | Live | Authorization/access
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template | AZRE | Live | Authorization/access
AZTEC.GP04.HRIT.01,Still has no Access to Personalwelt | AGCS | Live | < Settings >
AZTEC.GP04.HRIT.03, Vineeth V. SF ID: 10204191 is unable to complete 2 training in SF. unable to move  slides (). | AGCS | Live | Authorization/Access
AZTEC.GP04.HRIT.01,No Access to Personalwelt | AGCS | Live | < Authorization/access >
AZTEC.GP04.HRIT.02,Issue relates to DCC2 for Allianz Russia RU0007 and RU0010 | AZ Russia | Live | Process
AZTEC.GP04.HRIT.01,Success Factors Error. Please see file attached | AZ Thailand | Live | Settings
AZTEC.GP04.HRIT.01,To grant super admin and RBP access for Jagadish | Aztech India | Live | Authorization/access
AZTEC.GP04.HRIT.04,Monika Gandhi – Allocation in SF | AZ Tech - Germany | Live | Configuration
AZTEC.GP04.HRIT.04,INC4968152_HR IT SuccessFactors Incident / Support Request | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.03,FW: LMS Access Problems Eva Müllerkühlkamp | AZ Germany | Live | Authorisation / Access
AZTEC.GP04.HRIT.04,SF login failure | AZ Tech - Germany | Live | Authorization/access 
AZTEC.GP04.HRIT.01,Invalid Login while connecting to the learning platform | AZ Austria | Live | < Authorization/access >
AZTEC.GP04.HRIT.04,|RE: INC4810644_RE: SuccessFactors Incident / Support Request Template | AZ Germany | Live | Authorization / Access
AZTEC.GP04.HRIT.06,RBP Access Issue | AZ Australia | Live | < cause code >
AZTEC.GP04.HRIT.01,Login Issue | AZ Partners | Live | < Authorization/access >
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Arun Kumar: 15012633/ I89860. He is unable to access SF. | AZ Tech - India | Live | Authorization/Access
AZTEC.GP04.HRIT.02,Field Service Interface error message - Grading values not in Job History | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,WG: Proxy rights for HR coordinator ADEUS & IDS | IDS GmbH | Live | < cause code >
AZTEC.GP04.HRIT.01,Access for Abhishek | Aztech - India | Live | Authorization/Access
AZTEC.GP04.HRIT.02,AZL020_OLC_ATM_OUT | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.02,alert- MAIN:HRT_PM_to_TM | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access |SER| User ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager access |SER| User ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Candidate login issue |SER| User ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hiring Manager not able to see candidate C.V. |SER| User ADMN|E-REC|AGI
AZTEC.GP04.HRIT.01,Request for user sync for employees (who can't sign) | AZ Spain | Live | Authorization/Access
AZTEC.GP04.HRIT.04,SF CM User for Christian Reis | AZSE | Live | Authorization / Access
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Allianz SE | Live | Configuration
AZTEC.GP04.HRIT.04,SF Issue | Allianz SE | Live | Configuration
AZTEC.GP04.HRIT.01,location/employing entity | AZ France | Live | Configuration
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors) - Kein Zugriff auf Seite | AZ Germany | Live | < Authorization/access >
AZTEC.GP04.HRIT.06,please provide access to Legacy PROD | AZ Tech - India | Live | Authorization / Access
AZTEC.GP04.HRIT.01,A concern has been raised by the employee Neeraj K R : 10204212/ I87572. He is unable to access SF. | AZ Tech - India | Live | < Authorization/access >
AZTEC.GP04.HRIT.06,Please reset 2 Factor Authentication for Casey Kreutzberg | AZ US Life | Live | < cause code >
AZTEC.GP04.HRIT.02,Error occurs in the replication to SAP HCM when future termination | AZ Austria | Live | Process
AZTEC.GP04.HRIT.01,Employee cannot access EC | AZ UK | Live | < Authorization/access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access |SER| User ADMN|E-REC|AIM SE
AZTEC.GP04.HRIT.04,Manuel Beinwinkler not visible in SF | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.01,Invalid Login while connecting to the learning platform | AZ Austria | Live | < Authorization/access>
AZTEC.GP04.HRIT.04,Laura Pantazi - 2 accounts to be synchronized | AZ Partners | Live | Configuration |
AZTEC.GP04.HRIT.02,Employee 10602997 unable to login to cytric | Amadeus | Live | Network
AZTEC.GP04.HRIT.01,Please update username in SF to Robert.Zganec@allianz.com.au | AZ Australia | Live | <Authorization / Access>
AZTEC.GP04.HRIT.01,Please update username in SF to nuthan.ramakrishna@allianz.com.au | AZ Australia | Live | Authorization/Access
AZTEC.GP04.HRIT.02,Data change about Home working has not been sent into our interface | AZ France | Live | Process
AZTEC.GP04.HRIT.06,Please reset 2FA | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.06,Access to SF | AZ Australia | Live | < Authorization/access>
AZTEC.GP04.HRIT.02,New hire has not been extracted and sent into our interface | AZ France | Live | Process
AZTEC.GP04.HRIT.03,RE: INC5401944_SF Learning Area | AZ Tech | Live | Authorization/access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Please provide a report which shows . who updated the email Address in the below mentioned SF Profiles and when. | AZ Tech - India | Live |Settings
AZTEC.GP04.HRIT.05,INC5537368  || SER_eRecUSAD|Hiring Manager login issue |SER| User ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Failed to connect to host: sftp4.successfactors.com on port 22  AZL020_OLC_ATM_OUT | AZ US Life | Live  |Settings
AZTEC.GP04.HRIT.04,SuccessFactors: account check for Michael Meijer  | AZ Tech | Live |Configuration
AZTEC.GP04.HRIT.04,Partial loss of Feeder access | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.04,Jose Pena Feeder | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.02,AZL020_OLC_ATM_OUT | Allianz Life | Live | Setting
AZTEC.GP04.HRIT.02,MAIN:HRT_PM_to_TM | AZ Tech - India | Live | Process
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager login issue |SER| User ADMN|E-REC|AZL
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login issue of external candidate|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hirng Manager Access related|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecUSAD| Hirng Manager access |SER| User ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Delete requisition |SER| User ADMN|E-REC|AGI
AZTEC.GP04.HRIT.04,TU IBERICA Analytics | AZ Partners | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template | Allianz SE | Live | Authorization/ Access
AZTEC.GP04.HRIT.03,please add LMS admin right to user 11405649  - BOITEL | AZ France | Live | < cause code >
AZTEC.GP04.HRIT.01,User unable to login | AZ Slovakia | Live | < Authorization / Access >
AZTEC.GP04.HRIT.04,EC Access: For Desislava Todorova and Aleksandra Ilinska | AZSE | Live | Authorization / Access
AZTEC.GP04.HRIT.04, Leaver Check: Termination activity | AZSE | Live | Authorization / Access
AZTEC.GP04.HRIT.04,Suy Yee email in feeder  | AZ Partners | Live | Authorization/access
AZTEC.GP04.HRIT.03,RE: INC5500510_SuccessFactors Incident  | Euler Hermes | Live | < Settings >
AZTEC.GP04.HRIT.03,DSE Test Corrupted | AZ UK | Live |Authorization/access
AZTEC.GP04.HRIT.03,Unable to access the SF Admin  | AGCS | Live | < cause code >
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Internal login issue |SER| User ADMN|E-REC|AZ Austria 
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template  - Christa Aumer (H2) | Allianz SE | Live | Configuration
